key,star,fork,hasdownload,hasissue,haswiki,haspage,openissue,size,testfile,docfile,srcfile,loc,comment,filedepth,filect,dirbranching,dirct
amatsuda--active_decorator,587,72,1,1,1,0,15,296,30,0,36,701,25,106,46,71,25
amatsuda--kaminari,6071,808,1,1,1,0,27,632,2,0,80,2769,595,185,94,138,44
ambethia--recaptcha,1152,250,1,1,1,1,12,400,5,0,50,967,207,121,65,92,27
amro--gibbon,753,133,1,1,1,0,2,104,0,0,12,522,6,10,16,20,4
andrewculver--koudoku,924,159,1,1,1,0,53,636,0,0,78,1484,287,284,95,162,67
andymeneely--squib,580,37,1,1,1,1,38,9508,0,0,200,7206,843,228,485,550,65
ankane--ahoy,1674,169,1,1,0,1,50,392,10,0,70,2742,82,60,73,91,18
ankane--groupdate,1959,136,1,1,0,0,22,172,13,0,17,1741,71,10,26,30,4
ankane--searchkick,3132,357,1,1,0,1,187,396,45,0,46,5388,183,13,60,65,5
ankane--the-ultimate-guide-to-ruby-timeouts,543,21,1,1,0,0,4,196,40,0,41,1151,1,2,43,44,1
antirez--lamernews,1248,199,1,1,1,0,45,296,0,0,14,2913,542,13,21,26,5
antirez--redis-doc,786,663,1,1,1,0,31,2012,0,0,262,21717,3,8,267,271,4
Apipie--apipie-rails,1439,263,1,1,1,0,154,1420,0,0,124,8678,831,253,144,204,60
apotonick--apotomo,657,62,1,1,1,0,32,504,67,0,77,2465,483,116,89,119,30
apotonick--cells,2698,209,1,1,1,0,43,440,68,0,70,1836,201,110,73,100,27
apotonick--reform,1948,152,1,1,1,0,25,348,37,0,55,3426,415,25,58,66,8
apotonick--roar,1652,135,1,1,1,0,41,324,33,0,46,2863,283,34,54,65,11
applicationsonline--librarian,696,69,1,1,1,0,43,592,0,0,90,5943,127,131,94,127,33
applidium--Cracking-Siri,549,72,1,1,1,0,7,152,0,0,19,2167,248,0,21,21,0
Arachni--arachni,1178,266,1,1,1,0,25,11344,0,0,1094,106494,27568,1720,1197,1533,336
argerim--select2-rails,741,271,1,1,1,0,5,592,0,0,57,10198,809,18,59,65,6
ari--jobsworth,582,205,0,1,1,1,37,9944,150,2,1028,80133,8714,1222,1362,1583,221
arsduo--koala,3085,417,0,1,1,0,87,644,0,0,49,6473,1345,33,56,67,11
arya--bluepill,1121,107,1,1,1,0,55,8,0,0,,,,0,1,1,0
asciidoctor--asciidoctor,1129,248,1,1,1,0,491,2264,71,0,90,30641,5588,133,130,163,33
asciinema--asciinema.org,953,96,1,1,1,0,20,5248,0,0,389,21407,1051,284,447,534,87
assaf--vanity,1321,268,1,1,1,1,23,1404,83,30,103,8036,1405,163,150,194,44
AssetSync--asset_sync,1576,300,1,1,1,0,69,312,0,0,30,2382,84,89,37,61,24
atmos--heaven,566,119,1,1,1,0,2,20492,0,6,146,5452,318,186,268,325,57
attr-encrypted--attr_encrypted,1114,165,1,1,1,0,33,236,13,0,20,2113,261,15,32,38,6
augustl--net-http-cheat-sheet,1079,158,0,1,0,0,0,72,0,0,17,227,68,0,18,18,0
avdi--naught,957,53,1,1,1,0,6,228,0,0,38,1114,6,29,43,52,9
awesome-print--awesome_print,2913,223,1,1,1,0,59,536,0,0,64,4221,465,36,93,105,12
aws--aws-sdk-ruby,2156,682,1,1,0,0,21,22848,0,0,956,398139,4997,1848,1122,1516,394
aws--opsworks-cookbooks,922,1173,1,1,0,0,172,12,0,0,,,,0,2,2,0
backup--backup,3910,509,0,1,1,1,45,1904,0,0,199,23908,3683,217,256,314,58
basecamp--mail_view,1372,138,0,1,0,0,11,72,2,0,8,564,3,7,12,15,3
basecamp--marginalia,681,63,1,1,1,0,5,60,2,0,7,561,12,7,10,13,3
bbatsov--rubocop,6925,1069,1,1,1,1,146,7660,0,0,896,102106,7810,179,904,948,44
BBC-News--wraith,3770,244,1,1,1,1,52,396,0,0,53,2411,266,47,64,80,16
bblimke--webmock,2320,334,1,1,1,0,79,980,5,0,123,12263,255,101,128,156,28
bborn--communityengine,1155,355,1,1,0,1,14,4016,154,0,588,26922,6904,424,633,744,111
be9--acl9,820,110,1,1,1,0,5,656,103,0,113,3086,469,111,127,155,28
benbalter--word-to-markdown,675,72,1,1,0,0,10,488,22,0,22,605,100,24,38,47,9
benhoskings--babushka,737,98,1,1,1,0,33,1144,0,0,164,11963,999,89,187,215,28
